index,sentence
48349,tiatto given four months to save city career
48350,time running out for two state solution arafat
48351,tougher penalties for dummy bidders at auctions
48352,triathlete thompson takes aquathlon title
48353,two buddhist monks policeman killed in south
48354,two us pilots killed in chopper crash in iraq
48355,umaga may miss start of super 12 report
48356,union questions police survey release during pay
48357,un liaison team arrives in iraq
48358,un team surveys security risks in baghdad
48359,us asks iran to send al qaeda captives home for
48360,us business urges bush to end libyan sanctions
48361,us claims key iraqi militant captured
48362,us stocks sag as investors take profits
48363,us urges europe to join war on terror
48364,vic gears up for australia day celebrations
48365,when one leg walks the other listens study
48366,white house to seek 7pc more in military spending
48367,woods cautions wie not to rush things
48368,would be thief gets bun steer
48369,zimbabwean police raid opposition partys
48370,zimbabweans chase indian total
48371,230 arrested in sydney rail drug busts
48372,aba to proceed with probe into cash for comment
48373,academic defends butlers controversial speech
48374,adf personnel arrive home from iraq service
48375,african human rights court set up
48376,anderson critical of beatties big grin political
48377,anglican bishop praises labors refugee policy
48378,anglo zulu war re enactment draws cast of thousands
48379,arsenal chelsea liverpool notch fa cup wins
48380,atsic lobbied to fund clark appeal
48381,attacks kill 10 in iraq
48382,attempted murder charger for machete attacker
48383,australian open results sunday
48384,banned film takes top honour at bangladeshi film
48385,beattie promises 100m ambulance boost
48386,beattie promises ambulance service 100m
48387,bracks to inject funds into vic police force
48388,britain bucks pressure to admit it erred on iraqi
48389,call to dump merger plans for national film archive
48390,cambodians mourn over unionists death
48391,canberra to assist second mars landing
48392,cds will die but internet music may bust too
48393,celtic maintain huge gap over gers
48394,chile ex dictator pinochet discharged from hospital
48395,clean up continues after storms hit south east
48396,congressional visit marks thawing of us libyan
48397,daily mail parent maps out bid for daily sunday
48398,date rape drug dropped in sweden
48399,dido scores in france as madonna and britney look
48400,dog desexing laws are failing rspca
48401,dogs need yoga too
48402,downer in israel to meet sharon
48403,farmers family tells heroic tale of survival
48404,fergie poised to sign new united contract report
48405,gates pledges to unclog email in boxes
48406,gates to be knighted report
48407,govt plans compulsory leave passes for high school
48408,greens preferences not decisive beattie
48409,hansen edges ahead in pursuit of second title
48410,hezbollah confirms prisoner swap with israel
48411,indonesia mulls random blood tests for bird flu
48412,inquiry launched into police car crash
48413,international crisis meeting called over bird flu
48414,iran dismisses claims of sept 11 link
48415,iraqi wmds an open question powell
48416,iraq weapons report should be taken seriously annan
48417,is hollywood about to sing hail to the hobbits
48418,israel accepts turkish mediation offer in talks
48419,johnson talks up hills captaincy chances
48420,jones says sun setting on aussie empire
48421,jonker ends cycling career in style
48422,journalist released after brief arrest in aceh
48423,kay says some iraq weapons in syria report
48424,kings bullets bounce back
48425,klitschko or retirement for boxing champ lewis
48426,labor coalition score d for qld health policies ama
48427,lightning storm puts southern sydney in the dark
48428,lightning strike kills cricketer
48429,loeb puts citroen in the driving seat
48430,maher accuses tigers of soft tactics
48431,majority want blair out if rapped in kelly probe
48432,man attacked by shark
48433,man to front cairns court on bomb hoax charges
48434,matthews backs voss for opener
48435,mayor touts shoalwater bay for us military base
48436,media is damaging families pope
48437,mitchell to fight for interim crown in tszyus
48438,molik bows out davenport henin hardenne through
48439,molik facing french ambush
48440,new doping scandal hurting cycling armstrong
48441,new georgian president welcomes powell
48442,newton exhibition to open despite his death
48443,nine year old suffers head injuries in car accident
48444,nominations sought for nt sports awards
48445,nsw opp says reduction of school class sizes comes
48446,nsw weekend road toll rises to five
48447,nt gears up for australia day festivities
48448,nt trucking industry looks on the bright side
48449,olympic outclass wolves
48450,one dead 76 missing in strong winds off philippines
48451,opportunity due for mars landing
48452,opportunity lands on mars
48453,opportunity probe lands on mars
48454,opportunity sends back mars pictures
48455,orang utans in rehab only the start for borneo apes
48456,pakistan frees scientist as nuclear leak probe
48457,pedestrian killed in brisbane
48458,perth residents asked to recycle after aust day
48459,perth train drivers consider strike
48460,piece of boating history to find home in hobart
48461,pm drops in as springborg launches campaign
48462,police crack down on paint sniffing
48463,police hunt for three men involved in watch robbery
48464,police investigate possible speeding accident
48465,police search for missing man
48466,prosecutors may order body exhumation in rasta
48467,qld nsw brace for more storms
48468,qld opposition vows to make campaign more lively
